"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","compute-431-7.local",,,,"User:","a57816"
"Cmdline:","dstat -tvfnml --output is.B.x_1_compute-431-7.csv",,,,"Date:","23 Feb 2016 21:08:48 WET"

"system","procs",,,"memory usage",,,,"paging",,"dsk/sda",,"system",,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"cpu8 usage",,,,,,"cpu9 usage",,,,,,"cpu10 usage",,,,,,"cpu11 usage",,,,,,"cpu12 usage",,,,,,"cpu13 usage",,,,,,"cpu14 usage",,,,,,"cpu15 usage",,,,,,"cpu16 usage",,,,,,"cpu17 usage",,,,,,"cpu18 usage",,,,,,"cpu19 usage",,,,,,"cpu20 usage",,,,,,"cpu21 usage",,,,,,"cpu22 usage",,,,,,"cpu23 usage",,,,,,"net/eth0",,"memory usage",,,,"load avg",,
"time","run","blk","new","used","buff","cach","free","in","out","read","writ","int","csw","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","1m","5m","15m"
23-02 21:08:48,0.000,0.0,10.934,877445120.0,361705472.0,1946836992.0,47555006464.0,95.208,116.699,15071.720,486307.653,2453.685,8417.724,12.525,1.660,85.646,0.140,0.000,0.028,23.119,1.934,74.920,0.026,0.0,0.000,21.726,2.146,76.103,0.022,0.0,0.002,19.111,2.178,78.690,0.019,0.0,0.002,16.311,2.111,81.562,0.014,0.0,0.002,15.740,2.195,82.052,0.011,0.0,0.002,15.254,1.699,82.848,0.188,0.000,0.010,15.933,1.858,82.167,0.040,0.0,0.002,15.726,2.045,82.198,0.029,0.0,0.002,15.098,2.061,82.819,0.021,0.0,0.001,15.328,2.178,82.477,0.016,0.0,0.001,14.646,2.179,83.162,0.012,0.0,0.001,28.211,1.967,69.779,0.041,0.0,0.002,16.989,1.400,81.594,0.014,0.000,0.003,19.845,1.445,78.696,0.011,0.000,0.002,22.922,1.518,75.548,0.009,0.000,0.003,25.319,1.687,72.985,0.007,0.000,0.002,25.731,1.695,72.568,0.006,0.0,0.000,26.401,1.947,71.610,0.040,0.000,0.002,26.019,1.607,72.359,0.013,0.000,0.001,26.069,1.601,72.316,0.011,0.000,0.002,26.643,1.563,71.784,0.009,0.000,0.001,26.103,1.614,72.276,0.007,0.0,0.000,26.328,1.651,72.014,0.006,0.0,0.001,0.0,0.0,877445120.0,361705472.0,1946836992.0,47555006464.0,4.970,13.120,16.090
23-02 21:08:49,24.0,0.0,0.0,1070858240.0,361705472.0,1946865664.0,47361564672.0,0.0,0.0,0.0,0.0,23707.0,6978.0,95.960,1.010,3.030,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,95.0,2.0,3.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,95.960,2.020,2.020,0.0,0.0,0.0,96.970,1.010,2.020,0.0,0.0,0.0,96.970,1.010,2.020,0.0,0.0,0.0,95.0,0.0,5.0,0.0,0.0,0.0,95.050,1.980,2.970,0.0,0.0,0.0,95.050,1.980,2.970,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.040,0.990,2.970,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.970,1.010,2.020,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,96.040,0.990,2.970,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.0,1.0,3.0,0.0,0.0,0.0,96.970,1.010,2.020,0.0,0.0,0.0,27042.0,14530.0,1070858240.0,361705472.0,1946865664.0,47361564672.0,6.490,13.300,16.130
23-02 21:08:50,2.0,0.0,1.0,799662080.0,361705472.0,1946869760.0,47632756736.0,0.0,0.0,0.0,0.0,5636.0,2859.0,16.0,1.0,83.0,0.0,0.0,0.0,15.842,0.0,84.158,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,15.842,0.0,84.158,0.0,0.0,0.0,15.152,1.010,83.838,0.0,0.0,0.0,15.0,0.0,85.0,0.0,0.0,0.0,15.0,0.0,85.0,0.0,0.0,0.0,15.152,0.0,84.848,0.0,0.0,0.0,15.152,0.0,84.848,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,15.152,0.0,84.848,0.0,0.0,0.0,15.152,0.0,84.848,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,15.842,0.0,84.158,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,15.842,0.0,84.158,0.0,0.0,0.0,15.152,0.0,84.848,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,16.0,0.0,84.0,0.0,0.0,0.0,15.842,0.0,84.158,0.0,0.0,0.0,0.0,0.0,799662080.0,361705472.0,1946869760.0,47632756736.0,6.490,13.300,16.130
23-02 21:08:51,0.0,0.0,0.0,799567872.0,361705472.0,1946873856.0,47632846848.0,0.0,0.0,0.0,0.0,1995.0,2156.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,644.0,1636.0,799567872.0,361705472.0,1946873856.0,47632846848.0,6.490,13.300,16.130
23-02 21:08:52,0.0,0.0,0.0,799567872.0,361705472.0,1946873856.0,47632846848.0,0.0,0.0,0.0,0.0,1956.0,2107.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,799567872.0,361705472.0,1946873856.0,47632846848.0,6.490,13.300,16.130
23-02 21:08:53,0.0,0.0,0.0,799440896.0,361705472.0,1946873856.0,47632973824.0,0.0,0.0,0.0,0.0,1994.0,2183.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.990,99.010,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,830.0,0.0,799440896.0,361705472.0,1946873856.0,47632973824.0,6.490,13.300,16.130
23-02 21:08:54,0.0,0.0,0.0,799440896.0,361705472.0,1946873856.0,47632973824.0,0.0,0.0,0.0,24576.0,1948.0,2089.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,799313920.0,361705472.0,1946873856.0,47633100800.0,5.970,13.080,16.050


